MRPS14,OXA1L,CYCS,NDUFB5,EIF3I,RPL19,MRPS23,NDUFV1,RPS25,MRPS7
3.653767,5.22023,6.165239,4.33273,7.995724,9.503795,3.119143,5.87045,8.713548,5.149564
4.120333,5.720032,6.593502,4.767111,8.831094,9.932728,3.739634,8.530649,8.888258,5.192743
4.246565,6.190179,7.367059,5.239826,8.81487,10.742875,4.255264,7.284677,9.567203,5.539384
4.320739,5.921007,6.548463,5.498565,8.360261,9.066907,3.957402,6.204222,8.223899,5.647059
5.507503,5.175043,6.928541,6.264427,9.299902,11.542,5.368761,8.233376,10.160251,6.938283
4.062256,5.748333,6.285589,4.5724,8.493722,10.041394,3.934394,5.985756,9.131024,5.291454
4.298096,5.881519,6.612012,5.279993,9.184906,9.067643,3.639884,6.721899,9.660973,6.238982
5.129718,7.540062,6.970977,5.802411,8.334884,11.177892,4.487014,6.519699,10.326709,6.153085
3.809768,4.800565,6.673079,4.579118,8.267956,10.544794,3.561937,6.824373,9.264837,5.449426
2.928568,4.026699,5.50663,3.529019,6.962321,8.44217,2.118003,4.823371,7.658777,3.917741
4.933353,6.059895,7.360356,5.150067,8.882364,9.81507,4.455095,6.616981,9.605628,6.191866
4.099315,5.896139,6.431447,4.504524,8.416352,10.000249,4.285764,5.882348,9.443766,5.52515
5.076849,6.080872,7.142124,6.054087,9.568939,10.539517,5.083644,6.823343,9.630402,6.412849
4.618817,5.950585,7.201002,4.847615,8.239607,10.290303,4.078414,7.178787,9.297056,5.569747
4.964863,5.857711,7.258843,5.470808,8.55801,10.318287,4.74884,7.095223,10.136015,6.216497
5.23134,6.266565,6.909802,5.337164,8.764903,10.323375,4.428338,7.076144,8.436424,5.741804
4.262272,6.294448,6.731846,5.07362,9.046525,10.30627,4.487343,7.268623,9.689616,5.941498
4.613374,5.054161,6.811197,5.54096,9.122853,10.302107,4.708014,8.054554,9.258339,6.226298
4.809811,6.245128,6.235525,5.898351,8.539014,10.520593,4.368318,6.50168,9.657437,5.933902
4.752431,6.435559,7.40432,7.161143,8.652114,10.1663,4.480533,7.624384,8.870392,5.864785
4.604936,6.003088,6.825846,5.390296,8.50246,9.806052,4.42753,6.466125,8.474499,5.787568
3.877437,6.058454,6.792267,4.139695,8.971657,10.628874,4.543909,6.127057,9.754535,5.825893
4.798596,6.447817,6.642694,4.967247,8.07707,10.466441,4.609955,6.718747,9.921748,5.669174
3.259452,5.644439,5.821102,3.791444,8.317593,10.937444,3.324294,6.845747,9.434594,5.385241
4.554409,6.210198,6.251141,5.427479,8.653581,10.894981,4.404118,7.096124,10.026608,6.048178
4.206156,6.090401,6.958046,5.012494,8.69248,10.399276,4.465215,6.745058,9.587286,5.960313
4.848778,5.838662,7.321453,5.984052,9.535672,10.338088,5.022472,7.280209,9.91165,6.419695
4.543479,6.057938,6.436722,5.361957,8.596027,10.127451,4.270651,6.403594,9.169809,5.730749
5.443859,5.21056,7.548573,6.799986,9.841188,10.740068,5.218785,8.376383,9.480093,6.593544
3.986297,6.08067,6.713949,5.905497,8.455288,9.849445,4.048437,6.870232,8.560269,5.790434
4.525639,5.521886,7.333537,5.994225,8.780595,10.244463,5.071859,6.821825,8.852954,6.364959
4.420175,6.343832,7.121774,5.995867,8.985331,10.328109,5.322371,7.975558,8.465003,6.470523
4.638668,5.594262,6.872491,5.696341,8.831913,10.637071,4.15578,7.0933,9.496473,5.32518
4.416988,6.475906,5.962102,4.948968,8.340791,9.956577,4.178581,6.472245,8.429505,5.635826
5.14482,7.187534,7.875283,6.275879,8.020188,11.399286,4.767301,7.504685,10.569287,5.648518
4.416926,5.810014,6.250104,4.862987,8.463128,10.096184,3.575317,6.535072,9.667383,4.958719
4.23464,5.005415,6.939335,4.9676,8.553592,10.382799,4.34012,6.675798,9.767808,5.993534
3.717159,5.263634,6.085116,4.805439,8.430644,9.960065,3.524237,6.865957,7.904971,5.328522
4.005512,5.48776,6.079188,4.528908,8.459427,9.203168,3.861096,6.22267,8.552651,5.022954
4.246796,5.929759,7.807643,5.48299,8.116422,9.606928,3.645782,6.547099,8.706504,5.262585
4.650218,5.94963,7.068977,5.044552,9.082361,10.318535,4.961405,7.520918,8.696691,6.163052
4.792453,6.341261,6.513179,5.468738,8.658018,10.25372,4.462446,6.53871,9.514435,5.769537
4.901221,8.04945,7.439758,6.056171,8.265557,10.390268,5.083719,7.386694,9.683718,5.948701
4.918436,5.747331,5.693628,5.436479,8.713887,11.463592,4.883924,7.505988,10.031879,6.330286
3.875334,5.627418,6.394018,4.217284,8.537182,10.905214,3.798287,8.505634,8.440401,5.380628
4.517713,6.449279,6.564551,4.814148,8.849736,10.20244,4.38286,6.637073,9.766589,5.694196
3.972014,5.217209,6.512012,4.323333,8.420556,9.862107,3.555336,5.984819,8.821725,5.047742
4.432082,5.803934,6.302112,4.748873,8.34231,10.037453,4.043804,6.540285,9.207635,5.643759
4.183543,5.533792,7.248497,4.313591,8.539973,10.13459,3.970284,6.705935,9.505767,5.420247
4.841727,6.815131,6.932621,5.788712,9.028399,10.31597,4.743197,6.687167,9.736643,6.140003
4.637409,5.828504,6.020558,4.590704,8.780758,10.09461,4.453935,8.064481,8.378626,5.716507
3.877094,5.53498,6.296259,5.353536,8.575226,9.560381,4.240328,6.619976,8.393303,5.543377
5.338957,6.616203,7.790745,6.498564,8.260052,10.677207,4.640877,7.843361,8.791328,6.208652
4.485759,5.894615,6.065451,5.171356,8.630885,9.920289,4.313857,6.247677,9.516335,5.623238
4.568972,5.914389,6.607917,5.515923,9.352191,10.255341,4.279107,6.849091,10.084348,5.85905
5.030498,5.616699,6.246526,6.353828,9.007508,11.494004,5.464231,7.298927,10.55181,6.642958
3.927512,5.693061,6.962765,4.653661,8.357187,9.583361,3.714698,6.327392,8.913669,5.358987
5.102694,6.832102,6.550022,5.086025,8.524405,10.747098,4.447225,7.150806,9.332335,5.630149
4.707399,6.251652,6.714933,5.278667,9.130343,10.527719,4.659674,7.435527,9.017126,6.132493
4.076977,6.010989,6.209791,4.661944,8.12104,9.689672,3.828145,6.534261,8.709848,5.65709
4.568269,6.425505,7.180955,4.697697,9.414245,10.614371,4.935803,6.721943,9.737306,5.893362
4.415341,6.290217,6.669397,4.965183,8.825016,10.855709,4.973425,6.757058,9.648511,6.275253
4.618339,6.274252,6.890449,5.45057,8.841678,10.403843,4.743604,7.627034,9.23503,6.095982
4.706702,6.347465,6.411042,5.050532,8.669408,10.079814,4.730981,6.627983,9.131069,6.027996
4.586147,6.467815,7.401733,6.426757,8.807595,10.524453,4.927673,7.145341,9.423267,6.478204
4.401015,6.482056,7.147869,5.759635,8.910551,9.918941,4.081118,6.278632,9.236064,5.421333
3.822351,5.344548,5.757409,3.725412,7.745102,9.359773,3.101633,5.573514,8.41192,4.641739
4.33156,5.61535,6.591451,4.934335,8.774727,10.19157,4.230351,6.421771,9.185169,5.820685
3.921639,5.003445,6.846304,5.269986,8.827651,10.186725,4.668727,6.211395,8.484537,5.430499
4.845687,6.046261,7.035698,6.350073,8.386547,10.671926,4.513599,6.235954,9.705186,5.804288
4.903474,6.135391,6.743155,5.01837,8.675778,10.939833,4.440952,6.136447,9.550378,5.51142
4.534163,5.894855,6.814068,5.300988,8.738922,10.444551,4.553518,6.519675,9.741716,5.839983
5.291548,5.310595,6.337381,5.425981,8.548917,10.04368,4.858589,6.120597,9.698734,5.250446
4.23479,5.097361,7.303716,4.612034,8.73353,9.417987,3.577019,7.319337,8.476715,5.061414
5.49252,6.319498,6.709825,5.833593,8.344033,10.039593,4.636212,6.525923,9.433399,5.949871
4.321191,5.734039,7.067694,4.739017,9.04018,10.118191,4.407298,6.827615,8.909415,5.904069
3.941847,5.714097,6.106551,5.171438,8.49327,9.95982,3.936699,6.013361,9.329198,5.317899
4.245025,6.216857,6.774282,4.583881,9.14577,10.97479,4.937611,6.242421,9.572782,6.193966
4.837671,6.418451,6.805142,5.096231,8.981337,10.555029,4.873643,6.514627,9.526125,6.531044
4.385909,5.926818,7.057768,5.229784,9.407586,10.706601,3.701778,6.673166,9.012148,5.77667
4.620228,5.904765,6.844679,6.463093,9.480921,10.257353,4.850191,6.552385,9.415379,5.509382
4.106107,5.595599,5.861947,4.443988,8.31351,9.688346,3.974289,6.00473,8.817601,5.282084
4.577491,5.33055,7.314856,5.676065,8.956661,9.879917,3.950905,6.614187,8.451624,6.876513
4.296941,6.418908,6.514572,5.033087,8.372088,10.010687,4.15288,7.027961,8.934533,5.219008
4.894209,6.677504,7.092149,7.997095,9.024311,10.686867,4.774264,7.851207,9.89651,6.123394
4.733084,6.183027,6.497262,5.540191,8.611294,10.854951,4.751162,7.061676,9.792431,6.133214
4.506992,7.219233,7.598333,5.294325,9.429788,11.488079,4.843001,6.734405,10.07764,6.161621
4.379732,5.965652,7.205294,6.360804,9.020461,10.353377,3.974276,8.367655,8.862183,5.122562
4.541601,6.370504,6.744827,4.999215,8.90732,10.870865,4.347671,6.705241,10.16904,6.043361
5.239031,6.30823,6.622456,5.244025,8.547523,10.043593,5.158604,7.179229,9.100172,5.898278
3.868876,5.294049,6.711087,4.595542,9.196117,10.293339,4.122485,6.2338,9.44537,5.432099
4.308783,6.101276,6.344363,6.011555,9.019845,10.731797,4.598269,6.492958,9.9182,6.246299
4.208478,5.402058,6.483007,4.807579,8.313694,9.825499,3.983768,6.533409,9.561951,5.732647
4.167513,5.295669,6.239008,5.139997,8.302167,9.662877,3.384284,6.939059,8.737911,5.188475
4.542616,6.518597,7.127446,5.17404,8.233649,10.331378,4.216053,6.203658,10.066212,5.597209
5.254277,5.798733,6.29612,6.043059,9.103942,10.467698,5.385807,7.072271,8.976596,6.555198
4.127315,6.634044,6.675448,5.085873,8.845664,10.399627,4.810291,6.662545,8.765524,6.549747
4.507447,6.06236,6.879853,5.738991,8.414266,10.141058,4.397953,6.808315,9.518668,5.718097
3.897884,5.338169,5.842488,4.510538,7.833616,9.032172,3.8257,6.064417,8.045316,5.1039
4.76336,6.348306,7.061961,5.698856,8.700242,10.026051,4.318761,6.739465,8.883353,5.737749
4.74542,6.099965,7.977976,5.324415,9.874468,10.110171,4.985322,6.879505,9.416105,6.168253
4.740645,6.056984,6.630569,5.384959,9.090477,9.833507,4.569533,7.655017,9.828178,5.457596
4.722281,6.235344,7.348746,5.986854,9.008937,10.708168,5.211394,6.826279,9.740288,6.672097
5.086886,6.574417,6.594497,5.649729,8.729777,10.112391,4.659434,7.230416,8.540614,5.683735
5.222873,6.679131,6.798256,6.093945,8.291551,9.610512,4.708414,6.86674,8.437565,6.686671
4.540977,6.476501,6.630206,5.759054,8.710116,10.558597,4.587834,7.15663,8.889719,5.184981
4.788315,6.233636,7.125019,5.374207,8.048486,10.449492,4.123421,6.596759,9.400382,5.67882
4.151668,5.903683,6.377804,5.562841,8.367342,10.116285,4.182279,6.529203,9.183658,5.517044
4.244629,6.199004,6.271911,4.911083,8.620007,10.104858,4.368317,7.012274,9.129503,5.324197
5.363322,6.990834,7.071485,6.503356,8.061392,10.348484,4.979698,6.789191,8.486228,6.362141
4.35167,5.885834,6.885592,6.449178,8.10528,10.485961,4.62633,6.960637,9.085277,6.018609
4.516052,6.179036,6.372642,5.731152,8.793156,10.213635,4.31948,6.612094,8.695844,5.813102
4.490005,6.756812,6.785853,6.398837,8.591566,10.575384,4.845994,6.69867,8.955985,6.090391
4.641965,6.1733,7.041604,6.261201,8.971444,10.873681,4.465808,7.065518,10.070503,6.491708
5.224334,5.053457,6.692729,5.213863,8.262401,9.747483,4.409655,6.841658,8.7025,5.824309
4.535179,6.29434,5.867325,4.710894,8.204553,9.696509,4.009707,6.830829,8.361047,5.37097
4.628032,5.874112,6.561047,5.4267,8.495081,9.982019,4.058388,6.086099,9.128347,5.809517
4.960849,6.362759,6.845379,6.956533,8.652189,10.388868,4.033012,6.118204,8.893628,5.698414
4.937702,5.700329,6.966186,5.765523,8.724078,10.622169,4.890091,6.288927,9.240172,6.719771
4.748505,6.005423,6.589728,6.414466,8.390532,9.79097,4.328817,7.383507,8.182208,6.049381
3.989115,6.08807,6.267332,4.938656,8.308396,9.663519,4.20967,6.228132,8.711774,5.909537
4.531287,6.090829,6.078413,5.475516,8.518962,10.169972,4.075308,6.903941,9.351791,5.747707
4.811087,5.687653,7.281398,5.775725,9.274361,10.277608,4.593708,6.546994,8.902453,5.67352
4.817043,6.141845,7.629513,6.784429,9.261503,11.364971,4.948043,6.557584,10.333541,5.905544
4.983365,6.270994,6.785271,5.012422,8.98076,9.987941,4.484689,6.994342,9.861505,5.786356
4.197226,6.023783,6.00755,4.79539,8.47128,10.080262,3.952275,6.386656,8.944842,5.535618
4.6743,5.944443,7.179463,4.785476,8.781657,9.776881,4.060288,6.157753,9.247632,5.669386
5.274264,6.317895,7.163639,7.052427,9.275482,10.136775,4.221054,6.536274,9.484479,5.759626
5.049437,6.443208,7.476032,6.519645,8.558222,11.194772,5.459775,6.774491,9.578219,6.882229
4.795101,6.33344,7.153553,5.19126,9.183249,10.392248,4.50955,6.00764,9.731576,6.146873
4.610602,6.270383,6.676815,6.126809,8.727166,11.005594,5.333124,7.255468,9.856815,6.582707
4.963863,5.556343,6.756789,5.368702,8.888515,10.658033,4.596463,7.548332,10.660983,5.932165
4.254109,5.771607,6.21128,4.573243,8.162753,10.004108,3.624316,6.096574,9.245897,5.29023
4.346253,6.462847,7.438056,5.706889,9.06762,10.517563,4.72429,6.898008,9.405756,6.106791
4.458143,6.669485,6.874577,5.762663,7.79427,9.949889,4.434555,5.768946,8.535543,5.985159
4.191256,6.531233,7.418304,5.577262,8.712666,12.591923,4.852372,7.162743,9.619713,6.740316
4.451611,5.905489,6.508531,4.764215,8.596522,9.981822,4.182704,6.412047,9.026314,5.564399
4.550341,5.271276,6.749038,5.829723,7.964929,10.860672,4.130685,6.920249,9.152584,5.444035
3.959879,6.207321,6.286663,4.460471,8.583066,10.116923,4.398246,7.304376,9.594064,5.677882
4.496365,6.19177,7.0471,5.82554,8.752223,10.685404,4.369065,7.215103,9.914841,5.997637
4.894999,6.228108,7.071655,6.01077,8.209279,10.516559,4.610801,6.621466,9.517724,6.254647
4.556401,5.489102,7.259636,5.275189,8.66802,10.314213,5.221319,6.907968,9.833172,6.645831
3.649074,5.824722,6.818829,4.98265,8.313791,9.723308,4.057991,6.512134,8.835792,5.352192
4.333022,6.380304,6.740287,5.197728,8.677411,9.771488,4.562628,6.961536,8.278016,5.816413
4.595905,5.790731,6.43411,6.060431,9.10928,10.677115,5.129769,6.765929,9.048476,6.301704
3.932753,5.80331,6.213596,4.690867,8.015819,9.910342,3.891392,6.332038,8.952253,5.263552
5.079863,5.798602,7.383193,6.117088,8.868735,11.060334,5.022746,6.911083,10.092057,6.438227
4.24025,6.039415,6.208597,4.699325,8.551651,10.178368,4.055229,6.755914,9.331886,5.75896
4.75154,6.778365,6.534423,5.149285,8.81143,11.022826,4.864252,7.394591,9.73234,6.003462
4.12316,5.905537,6.303545,5.16664,8.615385,9.960079,3.976857,6.155432,8.971861,5.597579
4.555301,6.04858,6.584234,5.167371,8.455478,10.634237,4.380167,6.552384,10.134969,5.818949
4.679964,5.617804,6.543457,6.075775,8.305736,9.987543,4.028856,6.333678,8.587605,5.441458
4.366375,6.785174,6.703648,5.67524,9.124065,11.117211,5.559545,5.71359,8.706972,6.681071
4.108188,5.38038,6.761804,4.33436,8.252284,9.946742,3.833554,5.649739,9.384168,5.174944
4.74049,6.175202,6.357605,5.319131,8.3279,10.126809,4.358093,6.248634,9.486775,5.754091
4.402548,5.489305,7.718332,5.955817,9.555037,10.206049,4.65039,7.08885,10.058046,6.108559
4.242422,6.083537,7.130544,5.435715,8.952784,10.673078,4.403099,6.770823,9.63206,6.412289
5.003749,6.113994,7.411293,5.804018,9.021146,10.299359,5.189144,7.071993,9.340487,6.305009
4.78413,6.966734,7.464478,6.397077,9.165787,10.676729,4.931475,6.697178,9.79922,6.4425
3.962821,5.570135,6.108565,5.08481,8.419016,9.907764,3.990475,5.746829,8.638193,5.406075
4.732823,6.54723,6.320331,5.737413,8.35772,11.239377,4.354321,7.330813,10.620148,5.957574
4.822776,5.260397,6.93269,6.547888,8.700612,10.277709,4.914451,7.267955,8.6705,6.089504
4.923691,6.15213,7.544307,7.180996,9.090687,9.998841,4.345828,8.182623,8.597617,5.985848
4.851895,6.909495,7.022854,5.937395,8.448435,10.632894,4.597898,6.933637,9.242449,6.007166
4.420437,6.600233,6.424931,4.850755,8.582695,9.716297,4.231353,6.629086,8.316318,5.618262
4.18168,5.590194,6.261854,5.125983,8.891516,9.546437,4.197913,5.971611,8.769611,5.74359
3.923957,5.597377,7.025092,4.840043,8.605727,10.110344,3.844183,6.822426,9.366361,5.692647
4.830801,6.284055,5.85857,5.444904,8.888958,10.420525,4.476783,7.169348,9.928169,5.919162
4.474978,5.897815,6.224849,5.315894,8.541249,10.410042,3.986647,6.446655,9.478228,5.397158
4.579388,5.931405,6.324846,5.353439,8.833004,10.354793,4.541039,6.542691,9.495993,5.853022
5.30944,5.750762,6.814819,5.711547,8.94645,11.025162,5.070043,8.193047,9.449832,7.032549
5.211202,5.664619,7.124035,5.85946,9.027034,10.862957,5.305726,6.647766,9.352972,6.765991
4.008777,6.096051,6.987885,5.003082,8.699247,10.625677,4.50965,6.52799,9.942413,5.777086
4.74646,6.160089,6.284078,5.224232,8.521741,9.636185,4.638704,6.42518,9.464888,5.221358
4.097611,6.316949,6.615369,5.395196,8.802284,10.065153,4.304086,6.416878,9.080564,5.767609
4.154035,4.954051,6.55907,4.8446,8.862908,10.51154,4.528509,8.342264,8.382704,6.120622
4.677635,6.962564,6.40176,5.344992,8.069191,10.950707,4.331394,8.385272,9.249359,5.8145
5.373109,6.165219,6.973436,5.876667,8.271709,9.557064,4.339415,6.530386,8.807945,6.054261
5.244832,6.660463,6.853736,5.91244,7.899333,10.250219,4.388751,6.374716,9.063,6.181236
4.527042,5.713518,7.837525,4.580937,8.490326,10.22089,4.802936,6.973807,8.957292,6.273203
4.78683,6.030324,6.680387,4.895033,9.164696,10.51503,4.643829,7.118056,10.09812,5.993871
4.962796,6.042243,6.874577,5.690779,8.827898,10.708942,4.755645,6.791479,10.029119,6.295865
4.374543,5.989121,6.658075,4.632007,9.240197,9.931107,4.300931,6.4789,9.004115,5.576015
4.702135,6.350729,6.45229,5.781581,8.945021,10.535292,4.533411,8.238659,9.527714,6.180116
4.509016,5.954955,6.428455,5.25907,8.383328,9.839462,4.199616,6.785915,9.523895,5.871079
3.585,4.639934,6.112128,4.838826,8.670022,10.218632,4.259984,6.446766,8.594368,5.360548
5.279137,6.228053,6.503738,5.044048,8.748509,10.754365,4.541471,7.325738,8.850832,6.232223
4.4078,6.933054,6.706983,5.374547,9.153433,10.65992,5.173673,7.232828,9.363254,6.579334
4.79123,6.524408,6.009827,5.247717,8.279581,9.667027,4.091815,6.832564,8.280414,5.7743
4.612398,6.468923,6.467614,5.3557,8.62344,10.133919,4.332442,7.097127,8.556466,5.72781
5.073721,5.685002,6.840651,5.287435,9.18252,10.172075,4.548612,6.202293,9.464123,5.693682
5.535867,6.57789,7.463469,6.303042,8.543016,11.081979,4.351111,7.64647,10.45292,5.633071
4.558861,7.005453,7.020737,5.325816,9.234697,10.671454,4.652621,7.068669,9.410668,6.063769
4.671357,5.715444,6.384753,5.470448,8.594215,10.192796,4.393791,7.28496,8.968321,5.883661
4.639067,5.964034,7.045537,5.362737,8.700197,9.856755,4.405726,7.347164,8.870688,5.561776
4.150125,6.022879,7.111593,5.40945,8.759195,9.95917,4.519291,6.610898,9.021289,6.184219
4.18746,5.853375,7.629625,6.466702,8.716449,10.086987,4.622483,7.346786,8.571279,6.13923
4.574876,6.604079,6.573629,5.975606,8.835237,10.829018,4.352412,6.974627,10.080876,5.781309
3.698672,4.999746,6.145225,4.608913,8.797978,10.66078,3.257189,6.667166,9.701979,5.126669
4.908039,6.71325,7.008621,5.271536,9.328581,10.492142,5.096678,7.062791,9.394051,6.377021
4.977898,6.741911,7.028766,6.520098,8.049684,10.624327,4.838589,6.686473,9.712973,6.07421
5.319876,5.65467,6.517305,5.965211,8.757433,10.379365,4.576359,7.537148,9.014735,5.606449
5.481207,6.481766,7.341015,6.513704,7.830835,10.11866,4.736335,7.045978,8.72892,6.540132
4.046182,6.388818,6.133199,4.497248,8.407436,10.330052,4.263028,5.512755,8.597473,5.619836
5.227501,6.025077,6.639641,6.134846,8.66114,10.132891,4.47239,6.486934,8.734787,6.100128
4.897561,6.6544785,7.0956825,6.418838,8.824768,11.136164,5.030103,7.0581955,10.372354,6.2096025
4.629374,5.908599,7.396123,6.329187,8.330012,11.164379,5.352926,6.882,10.119942,6.740143
5.184457,6.196682,6.659581,4.817113,8.803494,9.956325,4.994742,7.124164,9.410905,5.901031
4.932484,6.98131,6.308724,5.68345,8.433651,10.861464,4.617514,7.614741,9.122127,6.098271
4.659942,6.563933,7.89493,6.398734,8.909494,10.4434,4.134864,7.337782,9.257662,6.039338
4.005049,5.580037,7.026045,4.636773,8.696924,10.758839,3.652277,6.652872,9.386543,5.06535
4.235063,5.829008,7.292538,4.611348,8.428034,10.469865,4.418756,6.492869,9.117924,5.831906
4.272774,5.665454,6.140902,5.540171,8.820121,10.441352,5.093626,6.574872,8.829361,6.564322
4.63489,5.705305,7.137117,4.945129,8.697091,9.679569,4.07358,6.304501,10.078579,5.128454
4.744985,5.497441,7.281436,5.883437,8.807882,10.165734,5.212521,6.840458,9.152098,6.830786
4.897592,6.511465,7.337054,4.752546,9.574227,11.230883,5.263288,8.04761,9.875007,6.594936
4.712407,6.334934,7.000707,5.411192,8.621482,10.637576,4.072265,7.032678,9.697251,5.294569
4.347918,5.891354,6.779101,6.055884,8.593033,9.704131,3.897255,7.16328,8.282813,5.461083
4.726718,6.752719,7.511498,5.901143,9.136544,10.810808,4.917613,6.761499,9.962005,6.382384
5.37056,6.972274,8.254889,7.014933,8.745947,11.703535,5.285497,6.921762,10.774563,6.723149
6.073068,6.218662,6.122958,5.442202,8.867835,11.670136,5.051393,9.263692,10.330848,6.231731
